platform,split,topology,rows,cols,pe_count,sqrt_pe,seed,attempted,route_ok,error_stage,period_min_ns,fmax_mhz,critical_path_delay_ns,setup_violations,hold_violations,max_slew_violations,max_fanout_violations,max_cap_violations,drc_count,total_cells,dff_cells,cell_area_um2,wire_length_um,gds_sha256,odb_sha256,spef_sha256,netlist_sha256,elapsed_sec
sky130hd,bridge,broadcast,4,2,8,2.8284271247461903,11,True,True,,7.32,136.56,7.7717,0,0,0,0,0,0,4520,297,50509.6928,117638.0,aaf577445e5300996eb4166f289db05c5dae1b573d26fb161fb3d8b1f5c2c3b8,d3f30dd6ee64387bba8f45412bcb0cee4037b953f0af17cd9b3725adb89a96d6,e12e5e3acedf66b61446413b1ac0f255a6a9deba0872fb6844f83d046d500f2f,0da9416f9a87489cbeb678799ffad03e2ef30550c4b6edbf34ef0782613953c9,337.2939956188202
sky130hd,bridge,broadcast,3,6,18,4.242640687119285,11,True,True,,7.42,134.77,8.1376,0,0,0,0,0,0,10250,643,114452.2688,313260.0,5827e7d9ff256ddb212e3546a7cd5d8eb3eef1cee4276d88919b5b985f54fb43,716f91c6faebaa9305ae14897f20d985a60cfd276b564743d578a5368f7a55a9,e663d0917949c68c8d91b45612eaa2c1c8f52c8525340ade23908b7ba32b8b53,a3658308be69c6cd27ea01fb331f94c53f8f7ea2642409d58286326e60b9dcd0,670.0092120170593
sky130hd,bridge,broadcast,6,3,18,4.242640687119285,11,True,True,,7.59,131.76,8.2432,0,0,0,0,0,0,10115,634,112693.0816,295158.0,9de7f46109605a97e060ed9eb8d71ee58d9f7e5f3bccfdcb997187b393451eab,70f4986188222586ffeb45a26cbc7efdd277c83a83d2c3ba8895fa3eb6bdfafb,dcb05b12c23ac7a784355e4ef9d60a8cb1fca78176e0e988f091cd772d220d4a,4a9e8eec03c9e3760831443f38e6372e8736b1fc71ca296c2e8387d4d1d094e2,645.798012971878
sky130hd,bridge,broadcast,5,5,25,5.0,11,True,True,,7.89,126.79,8.574,0,0,0,0,0,0,14083,864,156657.7472,428409.0,40ffcb12562679562e0d7381df9c617fcb8ffb5abf04dbce915dfbd51e006cbc,1156b313822a3216f1c5e08b269ba8f2923d7228245a05da2258320360281289,35c85d4f3668566bd0996a3919fbaf001944e6819ccf69fd8defcf1fd6b5e3fd,e29ea1d1ca216c789a048448de8627c91649fa2dc4d2bff04a80d0f0b4ec8def,978.2847015857697
sky130hd,bridge,broadcast,7,7,49,7.0,11,True,True,,8.57,116.63,9.4467,0,0,0,0,0,0,27191,1650,304852.3776,882411.0,1e308767077ca0234645aa0ade0439ecfcf460a442797482ed570bbd7481ad8b,aedb2a09cc450e2a02d53a4a48307ac0f11f65db9746fbf3c7a0403c884fc6af,d578433f924d765de99d31e337e08c6bdee15d1f419c07abacebe5ce458ff63d,3376ff3698fff253311ee8a3e0d0d4c23a043ee1464c24f50c3ba3ed7cef6c0d,2412.0899481773376
sky130hd,holdout,broadcast,3,8,24,4.898979485566356,11,True,True,,8.05,124.27,8.7825,0,0,0,0,0,0,13710,850,152588.8448,411758.0,740492d268f724b6789e1d406641e7ff40b4b484b37dbd80a73e403a381ad5d9,de78c1f44d9e67fecba73e10a6098a1c2e89b731da258fbe4bd1f27cf23bd7a7,e1c5264d7936e59e347305760d5e527969de44c6f8c8bca819025bc32c773eb9,a091e935f52ba927568bca04e32ca67898500569d83a2af0b205d38f61e6ef49,819.4079678058624
sky130hd,holdout,broadcast,8,3,24,4.898979485566356,11,True,True,,8.05,124.26,8.8039,0,0,0,0,0,0,13337,830,149199.344,421611.0,5b4042651b3d1a809381567b105b7415323ae2dbda8120e16239f580f06b3c3d,20573deee4b8ece5b4af2f08fe7bc252587ca453892eec27e3ef191a2c53913f,9dbd0d3ec66b3679d6b09dbfed71657d4bcd7998b132080a3228fcd10a173d3f,32f90c7a17d90b696ec4077fb095d5d9b34e1e0daaf247b6b311ceac05c1e26f,837.2201931476593
sky130hd,holdout,broadcast,5,9,45,6.708203932499369,11,True,True,,8.22,121.72,9.0318,0,0,0,0,0,0,24822,1524,279071.4016,786041.0,a68ef6032ca91032111720cc7fd3e71e574015d8b8f59c0312e3cbe1c6680eb1,a563c491a537a05f2b9da7622bf842b4c1f463d944ca96679e56362946bfdc56,6be03d70904d8d3f819436811764e633def47019d2755434c2e175c688fc9076,bf8c3b54df925eddaa136992277a96cbe3e98f386f8dbf3ae93a3c194f8bce65,1445.4574422836304
sky130hd,holdout,broadcast,9,5,45,6.708203932499369,11,True,True,,8.1,123.49,8.9943,0,0,0,0,0,0,24746,1512,277757.6416,771523.0,06fb2a5609b1bfc29fb73c810ed8221405f80fe6fa45a2eed48df089fcdfa8fa,373dc541e2b29e9544a927d5a57f80c887e6b93187124851b07f15a8851c733e,eba7c09d407a69495aad24b7385bfb8662f5a4efc83a97f8c5791df37bcc93be,d32a777870355280e6351b23eab9619ff2651b2d7aca154fd8b0d92c33494c61,1682.6063258647919
sky130hd,bridge,broadcast,2,4,8,2.8284271247461903,29,True,True,,7.37,135.64,7.9213,0,0,0,0,0,0,4674,301,51580.72,126021.0,b24faaaf4f83908233ff69e7c6a7b354d485eec0028da15155b524a3673ab6f5,1f821a3ee5c3f2776f904088985a0273822903224315227c2e507b6a916cfc84,b07b26eaca1b9e43c97e3b78ff998e54b4331705acfac29a5eb23c0d2b9cf625,c23bbb55e49dc60910ce181615e0a54ffb894a578d486aede39c72eb2617be89,309.85388374328613
